V2.4 SHORELINES + HYDROGRAPHY MASTER


===== FILE: METRO__shoreline_metro.csv =====
SHA256: 2f8f940a4ba6986c32e996d03d1d0bbbfcc251c11ca4ddb58547d266c7274247
SIZE: 27763 bytes
-----BEGIN-----
row,landmass,west_col,east_col
        },
        {
          "name": "Queens",
          "west": 283,
          "east": 519
        }
      ]
    },
    {
      "row": 354,
      "segments": [
        {
          "name": "Bronx",
          "west": 191,
          "east": 379
        },
        {
          "name": "Queens",
          "west": 283,
          "east": 519
        }
      ]
    },
    {
      "row": 355,
      "segments": [
        {
          "name": "Bronx",
          "west": 191,
          "east": 379
        },
        {
          "name": "Queens",
          "west": 284,
          "east": 519
        }
      ]
    },
    {
      "row": 356,
      "segments": [
        {
          "name": "Bronx",
          "west": 190,
          "east": 380
        },
        {
          "name": "Queens",
          "west": 284,
          "east": 519
        }
      ]
    },
    {
      "row": 357,
      "segments": [
        {
          "name": "Bronx",
          "west": 190,
          "east": 380
        },
        {
          "name": "Queens",
          "west": 284,
          "east": 519
        }
      ]
    },
    {
      "row": 358,
      "segments": [
        {
          "name": "Bronx",
          "west": 190,
          "east": 380
        },
        {
          "name": "Queens",
          "west": 285,
          "east": 519
        }
      ]
    },
    {
      "row": 359,
      "segments": [
        {
          "name": "Bronx",
          "west": 190,
          "east": 380
        },
        {
          "name": "Queens",
          "west": 285,
          "east": 519
        }
      ]
    },
    {
      "row": 360,
      "segments": [
        {
          "name": "Bronx",
          "west": 190,
          "east": 380
        },
        {
          "name": "Queens",
          "west": 286,
          "east": 519
        }
      ]
    },
    {
      "row": 361,
      "segments": [
        {
          "name": "Bronx",
          "west": 190,
          "east": 380
        },
        {
          "name": "Queens",
          "west": 286,
          "east": 519
        }
      ]
    },
    {
      "row": 362,
      "segments": [
        {
          "name": "Bronx",
          "west": 190,
          "east": 380
        },
        {
          "name": "Queens",
          "west": 287,
          "east": 519
        }
      ]
    },
    {
      "row": 363,
      "segments": [
        {
          "name": "Bronx",
          "west": 190,
          "east": 380
        },
        {
          "name": "Queens",
          "west": 287,
          "east": 519
        }
      ]
    },
    {
      "row": 364,
      "segments": [
        {
          "name": "Bronx",
          "west": 190,
          "east": 380
        },
        {
          "name": "Queens",
          "west": 288,
          "east": 519
        }
      ]
    },
    {
      "row": 365,
      "segments": [
        {
          "name": "Bronx",
          "west": 190,
          "east": 380
        },
        {
          "name": "Queens",
          "west": 288,
          "east": 519
        }
      ]
    },
    {
      "row": 366,
      "segments": [
        {
          "name": "Bronx",
          "west": 190,
          "east": 380
        },
        {
          "name": "Queens",
          "west": 289,
          "east": 519
        }
      ]
    },
    {
      "row": 367,
      "segments": [
        {
          "name": "Bronx",
          "west": 190,
          "east": 380
        },
        {
          "name": "Queens",
          "west": 289,
          "east": 519
        }
      ]
    },
    {
      "row": 368,
      "segments": [
        {
          "name": "Bronx",
          "west": 190,
          "east": 380
        },
        {
          "name": "Queens",
          "west": 290,
          "east": 519
        }
      ]
    },
    {
      "row": 369,
      "segments": [
        {
          "name": "Bronx",
          "west": 190,
          "east": 380
        },
        {
          "name": "Queens",
          "west": 290,
          "east": 519
        }
      ]
    },
    {
      "row": 370,
      "segments": [
        {
          "name": "Bronx",
          "west": 190,
          "east": 380
        },
        {
          "name": "Queens",
          "west": 291,
          "east": 519
        }
      ]
    },
    {
      "row": 371,
      "segments": [
        {
          "name": "Bronx",
          "west": 190,
          "east": 380
        },
        {
          "name": "Queens",
          "west": 291,
          "east": 519
        }
      ]
    },
    {
      "row": 372,
      "segments": [
        {
          "name": "Bronx",
          "west": 190,
          "east": 380
        },
        {
          "name": "Queens",
          "west": 292,
          "east": 519
        }
      ]
    },
    {
      "row": 373,
      "segments": [
        {
          "name": "Bronx",
          "west": 190,
          "east": 380
        },
        {
          "name": "Queens",
          "west": 292,
          "east": 519
        }
      ]
    },
    {
      "row": 374,
      "segments": [
        {
          "name": "Bronx",
          "west": 190,
          "east": 380
        },
        {
          "name": "Queens",
          "west": 293,
          "east": 519
        }
      ]
    },
    {
      "row": 375,
      "segments": [
        {
          "name": "Bronx",
          "west": 191,
          "east": 379
        },
        {
          "name": "Queens",
          "west": 294,
          "east": 519
        }
      ]
    },
    {
      "row": 376,
      "segments": [
        {
          "name": "Bronx",
          "west": 191,
          "east": 379
        },
        {
          "name": "Queens",
          "west": 294,
          "east": 519
        }
      ]
    },
    {
      "row": 377,
      "segments": [
        {
          "name": "Bronx",
          "west": 191,
          "east": 379
        },
        {
          "name": "Queens",
          "west": 295,
          "east": 519
        }
      ]
    },
    {
      "row": 378,
      "segments": [
        {
          "name": "Bronx",
          "west": 191,
          "east": 379
        },
        {
          "name": "Queens",
          "west": 295,
          "east": 519
        }
      ]
    },
    {
      "row": 379,
      "segments": [
        {
          "name": "Bronx",
          "west": 191,
          "east": 379
        },
        {
          "name": "Queens",
          "west": 296,
          "east": 519
        }
      ]
    },
    {
      "row": 380,
      "segments": [
        {
          "name": "Bronx",
          "west": 191,
          "east": 379
        },
        {
          "name": "Queens",
          "west": 297,
          "east": 519
        }
      ]
    },
    {
      "row": 381,
      "segments": [
        {
          "name": "Bronx",
          "west": 192,
          "east": 378
        },
        {
          "name": "Queens",
          "west": 297,
          "east": 519
        }
      ]
    },
    {
      "row": 382,
      "segments": [
        {
          "name": "Bronx",
          "west": 192,
          "east": 378
        },
        {
          "name": "Queens",
          "west": 298,
          "east": 519
        }
      ]
    },
    {
      "row": 383,
      "segments": [
        {
          "name": "Bronx",
          "west": 192,
          "east": 378
        },
        {
          "name": "Queens",
          "west": 299,
          "east": 519
        }
      ]
    },
    {
      "row": 384,
      "segments": [
        {
          "name": "Bronx",
          "west": 192,
          "east": 378
        },
        {
          "name": "Queens",
          "west": 300,
          "east": 519
        }
      ]
    },
    {
      "row": 385,
      "segments": [
        {
          "name": "Bronx",
          "west": 192,
          "east": 378
        },
        {
          "name": "Queens",
          "west": 300,
          "east": 519
        }
      ]
    },
    {
      "row": 386,
      "segments": [
        {
          "name": "Bronx",
          "west": 193,
          "east": 377
        },
        {
          "name": "Queens",
          "west": 301,
          "east": 519
        }
      ]
    },
    {
      "row": 387,
      "segments": [
        {
          "name": "Bronx",
          "west": 193,
          "east": 377
        },
        {
          "name": "Queens",
          "west": 302,
          "east": 519
        }
      ]
    },
    {
      "row": 388,
      "segments": [
        {
          "name": "Bronx",
          "west": 193,
          "east": 377
        },
        {
          "name": "Queens",
          "west": 303,
          "east": 519
        }
      ]
    },
    {
      "row": 389,
      "segments": [
        {
          "name": "Bronx",
          "west": 193,
          "east": 377
        },
        {
          "name": "Queens",
          "west": 303,
          "east": 519
        }
      ]
    },
    {
      "row": 390,
      "segments": [
        {
          "name": "Bronx",
          "west": 194,
          "east": 376
        },
        {
          "name": "Queens",
          "west": 304,
          "east": 519
        }
      ]
    },
    {
      "row": 391,
      "segments": [
        {
          "name": "Bronx",
          "west": 194,
          "east": 376
        },
        {
          "name": "Queens",
          "west": 305,
          "east": 519
        }
      ]
    },
    {
      "row": 392,
      "segments": [
        {
          "name": "Bronx",
          "west": 194,
          "east": 376
        },
        {
          "name": "Queens",
          "west": 306,
          "east": 519
        }
      ]
    },
    {
      "row": 393,
      "segments": [
        {
          "name": "Bronx",
          "west": 195,
          "east": 375
        },
        {
          "name": "Queens",
          "west": 307,
          "east": 519
        }
      ]
    },
    {
      "row": 394,
      "segments": [
        {
          "name": "Bronx",
          "west": 195,
          "east": 375
        },
        {
          "name": "Queens",
          "west": 308,
          "east": 519
        }
      ]
    },
    {
      "row": 395,
      "segments": [
        {
          "name": "Bronx",
          "west": 195,
          "east": 375
        },
        {
          "name": "Queens",
          "west": 308,
          "east": 519
        }
      ]
    },
    {
      "row": 396,
      "segments": [
        {
          "name": "Bronx",
          "west": 196,
          "east": 374
        },
        {
          "name": "Queens",
          "west": 309,
          "east": 519
        }
      ]
    },
    {
      "row": 397,
      "segments": [
        {
          "name": "Bronx",
          "west": 196,
          "east": 374
        },
        {
          "name": "Queens",
          "west": 310,
          "east": 519
        }
      ]
    },
    {
      "row": 398,
      "segments": [
        {
          "name": "Bronx",
          "west": 197,
          "east": 373
        },
        {
          "name": "Queens",
          "west": 311,
          "east": 519
        }
      ]
    },
    {
      "row": 399,
      "segments": [
        {
          "name": "Bronx",
          "west": 197,
          "east": 373
        },
        {
          "name": "Queens",
          "west": 312,
          "east": 519
        }
      ]
    },
    {
      "row": 400,
      "segments": [
        {
          "name": "Bronx",
          "west": 197,
          "east": 373
        },
        {
          "name": "Queens",
          "west": 313,
          "east": 519
        }
      ]
    },
    {
      "row": 401,
      "segments": [
        {
          "name": "Bronx",
          "west": 198,
          "east": 372
        },
        {
          "name": "Queens",
          "west": 314,
          "east": 519
        }
      ]
    },
    {
      "row": 402,
      "segments": [
        {
          "name": "Bronx",
          "west": 198,
          "east": 372
        },
        {
          "name": "Queens",
          "west": 315,
          "east": 519
        }
      ]
    },
    {
      "row": 403,
      "segments": [
        {
          "name": "Bronx",
          "west": 199,
          "east": 371
        },
        {
          "name": "Queens",
          "west": 316,
          "east": 519
        }
      ]
    },
    {
      "row": 404,
      "segments": [
        {
          "name": "Bronx",
          "west": 199,
          "east": 371
        },
        {
          "name": "Queens",
          "west": 317,
          "east": 519
        }
      ]
    },
    {
      "row": 405,
      "segments": [
        {
          "name": "Bronx",
          "west": 200,
          "east": 370
        },
        {
          "name": "Queens",
          "west": 318,
          "east": 519
        }
      ]
    },
    {
      "row": 406,
      "segments": [
        {
          "name": "Bronx",
          "west": 200,
          "east": 370
        },
        {
          "name": "Queens",
          "west": 320,
          "east": 519
        }
      ]
    },
    {
      "row": 407,
      "segments": [
        {
          "name": "Bronx",
          "west": 201,
          "east": 369
        },
        {
          "name": "Queens",
          "west": 321,
          "east": 519
        }
      ]
    },
    {
      "row": 408,
      "segments": [
        {
          "name": "Bronx",
          "west": 202,
          "east": 368
        },
        {
          "name": "Queens",
          "west": 322,
          "east": 519
        }
      ]
    },
    {
      "row": 409,
      "segments": [
        {
          "name": "Bronx",
          "west": 202,
          "east": 368
        },
        {
          "name": "Queens",
          "west": 323,
          "east": 519
        }
      ]
    },
    {
      "row": 410,
      "segments": [
        {
          "name": "Bronx",
          "west": 203,
          "east": 367
        },
        {
          "name": "Queens",
          "west": 324,
          "east": 519
        }
      ]
    },
    {
      "row": 411,
      "segments": [
        {
          "name": "Bronx",
          "west": 203,
          "east": 367
        },
        {
          "name": "Queens",
          "west": 325,
          "east": 519
        }
      ]
    },
    {
      "row": 412,
      "segments": [
        {
          "name": "Bronx",
          "west": 204,
          "east": 366
        },
        {
          "name": "Queens",
          "west": 327,
          "east": 519
        }
      ]
    },
    {
      "row": 413,
      "segments": [
        {
          "name": "Bronx",
          "west": 205,
          "east": 365
        },
        {
          "name": "Queens",
          "west": 328,
          "east": 519
        }
      ]
    },
    {
      "row": 414,
      "segments": [
        {
          "name": "Bronx",
          "west": 205,
          "east": 365
        },
        {
          "name": "Queens",
          "west": 329,
          "east": 519
        }
      ]
    },
    {
      "row": 415,
      "segments": [
        {
          "name": "Bronx",
          "west": 206,
          "east": 364
        },
        {
          "name": "Queens",
          "west": 331,
          "east": 519
        }
      ]
    },
    {
      "row": 416,
      "segments": [
        {
          "name": "Bronx",
          "west": 207,
          "east": 363
        },
        {
          "name": "Queens",
          "west": 332,
          "east": 518
        }
      ]
    },
    {
      "row": 417,
      "segments": [
        {
          "name": "Bronx",
          "west": 207,
          "east": 363
        },
        {
          "name": "Queens",
          "west": 334,
          "east": 516
        }
      ]
    },
    {
      "row": 418,
      "segments": [
        {
          "name": "Bronx",
          "west": 208,
          "east": 362
        },
        {
          "name": "Queens",
          "west": 335,
          "east": 515
        }
      ]
    },
    {
      "row": 419,
      "segments": [
        {
          "name": "Bronx",
          "west": 209,
          "east": 361
        },
        {
          "name": "Queens",
          "west": 337,
          "east": 513
        }
      ]
    },
    {
      "row": 420,
      "segments": [
        {
          "name": "Bronx",
          "west": 210,
          "east": 360
        },
        {
          "name": "Queens",
          "west": 338,
          "east": 512
        }
      ]
    },
    {
      "row": 421,
      "segments": [
        {
          "name": "Bronx",
          "west": 211,
          "east": 359
        },
        {
          "name": "Queens",
          "west": 340,
          "east": 510
        }
      ]
    },
    {
      "row": 422,
      "segments": [
        {
          "name": "Bronx",
          "west": 211,
          "east": 359
        },
        {
          "name": "Queens",
          "west": 341,
          "east": 509
        }
      ]
    },
    {
      "row": 423,
      "segments": [
        {
          "name": "Bronx",
          "west": 212,
          "east": 358
        },
        {
          "name": "Queens",
          "west": 343,
          "east": 507
        }
      ]
    },
    {
      "row": 424,
      "segments": [
        {
          "name": "Bronx",
          "west": 213,
          "east": 357
        },
        {
          "name": "Queens",
          "west": 345,
          "east": 505
        }
      ]
    },
    {
      "row": 425,
      "segments": [
        {
          "name": "Bronx",
          "west": 214,
          "east": 356
        },
        {
          "name": "Queens",
          "west": 346,
          "east": 504
        }
      ]
    },
    {
      "row": 426,
      "segments": [
        {
          "name": "Bronx",
          "west": 215,
          "east": 355
        },
        {
          "name": "Queens",
          "west": 348,
          "east": 502
        }
      ]
    },
    {
      "row": 427,
      "segments": [
        {
          "name": "Bronx",
          "west": 216,
          "east": 354
        },
        {
          "name": "Queens",
          "west": 350,
          "east": 500
        }
      ]
    },
    {
      "row": 428,
      "segments": [
        {
          "name": "Bronx",
          "west": 217,
          "east": 353
        },
        {
          "name": "Queens",
          "west": 352,
          "east": 498
        }
      ]
    },
    {
      "row": 429,
      "segments": [
        {
          "name": "Bronx",
          "west": 218,
          "east": 352
        },
        {
          "name": "Queens",
          "west": 354,
          "east": 496
        }
      ]
    },
    {
      "row": 430,
      "segments": [
        {
          "name": "Bronx",
          "west": 219,
          "east": 351
        },
        {
          "name": "Queens",
          "west": 356,
          "east": 494
        }
      ]
    },
    {
      "row": 431,
      "segments": [
        {
          "name": "Bronx",
          "west": 220,
          "east": 350
        },
        {
          "name": "Queens",
          "west": 358,
          "east": 492
        }
      ]
    },
    {
      "row": 432,
      "segments": [
        {
          "name": "Bronx",
          "west": 222,
          "east": 348
        },
        {
          "name": "Queens",
          "west": 361,
          "east": 489
        }
      ]
    },
    {
      "row": 433,
      "segments": [
        {
          "name": "Bronx",
          "west": 223,
          "east": 347
        },
        {
          "name": "Queens",
          "west": 363,
          "east": 487
        }
      ]
    },
    {
      "row": 434,
      "segments": [
        {
          "name": "Bronx",
          "west": 224,
          "east": 346
        },
        {
          "name": "Queens",
          "west": 366,
          "east": 484
        }
      ]
    },
    {
      "row": 435,
      "segments": [
        {
          "name": "Bronx",
          "west": 225,
          "east": 345
        },
        {
          "name": "Queens",
          "west": 368,
          "east": 482
        }
      ]
    },
    {
      "row": 436,
      "segments": [
        {
          "name": "Bronx",
          "west": 227,
          "east": 343
        },
        {
          "name": "Queens",
          "west": 371,
          "east": 479
        }
      ]
    },
    {
      "row": 437,
      "segments": [
        {
          "name": "Bronx",
          "west": 228,
          "east": 342
        },
        {
          "name": "Queens",
          "west": 374,
          "east": 476
        }
      ]
    },
    {
      "row": 438,
      "segments": [
        {
          "name": "Bronx",
          "west": 229,
          "east": 341
        },
        {
          "name": "Queens",
          "west": 377,
          "east": 473
        }
      ]
    },
    {
      "row": 439,
      "segments": [
        {
          "name": "Bronx",
          "west": 231,
          "east": 339
        },
        {
          "name": "Queens",
          "west": 381,
          "east": 469
        }
      ]
    },
    {
      "row": 440,
      "segments": [
        {
          "name": "Bronx",
          "west": 232,
          "east": 338
        },
        {
          "name": "Queens",
          "west": 385,
          "east": 465
        }
      ]
    },
    {
      "row": 441,
      "segments": [
        {
          "name": "Bronx",
          "west": 234,
          "east": 336
        },
        {
          "name": "Queens",
          "west": 389,
          "east": 461
        }
      ]
    },
    {
      "row": 442,
      "segments": [
        {
          "name": "Bronx",
          "west": 236,
          "east": 334
        },
        {
          "name": "Queens",
          "west": 394,
          "east": 456
        }
      ]
    },
    {
      "row": 443,
      "segments": [
        {
          "name": "Bronx",
          "west": 238,
          "east": 332
        },
        {
          "name": "Queens",
          "west": 399,
          "east": 451
        }
      ]
    },
    {
      "row": 444,
      "segments": [
        {
          "name": "Bronx",
          "west": 239,
          "east": 331
        },
        {
          "name": "Queens",
          "west": 407,
          "east": 443
        }
      ]
    },
    {
      "row": 445,
      "segments": [
        {
          "name": "Bronx",
          "west": 241,
          "east": 329
        },
        {
          "name": "Queens",
          "west": 425,
          "east": 425
        }
      ]
    },
    {
      "row": 446,
      "segments": [
        {
          "name": "Bronx",
          "west": 244,
          "east": 326
        }
      ]
    },
    {
      "row": 447,
      "segments": [
        {
          "name": "Bronx",
          "west": 246,
          "east": 324
        }
      ]
    },
    {
      "row": 448,
      "segments": [
        {
          "name": "Bronx",
          "west": 248,
          "east": 322
        }
      ]
    },
    {
      "row": 449,
      "segments": [
        {
          "name": "Bronx",
          "west": 251,
          "east": 319
        }
      ]
    },
    {
      "row": 450,
      "segments": [
        {
          "name": "Bronx",
          "west": 254,
          "east": 316
        }
      ]
    },
    {
      "row": 451,
      "segments": [
        {
          "name": "Bronx",
          "west": 257,
          "east": 313
        }
      ]
    },
    {
      "row": 452,
      "segments": [
        {
          "name": "Bronx",
          "west": 261,
          "east": 309
        }
      ]
    },
    {
      "row": 453,
      "segments": [
        {
          "name": "Bronx",
          "west": 265,
          "east": 305
        }
      ]
    },
    {
      "row": 454,
      "segments": [
        {
          "name": "Bronx",
          "west": 271,
          "east": 299
        }
      ]
    },
    {
      "row": 455,
      "segments": [
        {
          "name": "Bronx",
          "west": 285,
          "east": 285
        }
      ]
    },
    {
      "row": 456,
      "segments": []
    },
    {
      "row": 457,
      "segments": []
    },
    {
      "row": 458,
      "segments": []
    },
    {
      "row": 459,
      "segments": []
    },
    {
      "row": 460,
      "segments": []
    },
    {
      "row": 461,
      "segments": []
    },
    {
      "row": 462,
      "segments": []
    },
    {
      "row": 463,
      "segments": []
    },
    {
      "row": 464,
      "segments": []
    },
    {
      "row": 465,
      "segments": []
    },
    {
      "row": 466,
      "segments": []
    },
    {
      "row": 467,
      "segments": []
    },
    {
      "row": 468,
      "segments": []
    },
    {
      "row": 469,
      "segments": []
    },
    {
      "row": 470,
      "segments": []
    },
    {
      "row": 471,
      "segments": []
    },
    {
      "row": 472,
      "segments": []
    },
    {
      "row": 473,
      "segments": []
    },
    {
      "row": 474,
      "segments": []
    },
    {
      "row": 475,
      "segments": []
    },
    {
      "row": 476,
      "segments": []
    },
    {
      "row": 477,
      "segments": []
    },
    {
      "row": 478,
      "segments": []
    },
    {
      "row": 479,
      "segments": []
    },
    {
      "row": 480,
      "segments": []
    },
    {
      "row": 481,
      "segments": []
    },
    {
      "row": 482,
      "segments": []
    },
    {
      "row": 483,
      "segments": []
    },
    {
      "row": 484,
      "segments": []
    },
    {
      "row": 485,
      "segments": []
    },
    {
      "row": 486,
      "segments": []
    },
    {
      "row": 487,
      "segments": []
    },
    {
      "row": 488,
      "segments": []
    },
    {
      "row": 489,
      "segments": []
    },
    {
      "row": 490,
      "segments": []
    },
    {
      "row": 491,
      "segments": []
    },
    {
      "row": 492,
      "segments": []
    },
    {
      "row": 493,
      "segments": []
    },
    {
      "row": 494,
      "segments": []
    },
    {
      "row": 495,
      "segments": []
    },
    {
      "row": 496,
      "segments": []
    },
    {
      "row": 497,
      "segments": []
    },
    {
      "row": 498,
      "segments": []
    },
    {
      "row": 499,
      "segments": []
    },
    {
      "row": 500,
      "segments": []
    },
    {
      "row": 501,
      "segments": []
    },
    {
      "row": 502,
      "segments": []
    },
    {
      "row": 503,
      "segments": []
    },
    {
      "row": 504,
      "segments": []
    },
    {
      "row": 505,
      "segments": []
    },
    {
      "row": 506,
      "segments": []
    },
    {
      "row": 507,
      "segments": []
    },
    {
      "row": 508,
      "segments": []
    },
    {
      "row": 509,
      "segments": []
    },
    {
      "row": 510,
      "segments": []
    },
    {
      "row": 511,
      "segments": []
    },
    {
      "row": 512,
      "segments": []
    },
    {
      "row": 513,
      "segments": []
    },
    {
      "row": 514,
      "segments": []
    },
    {
      "row": 515,
      "segments": []
    },
    {
      "row": 516,
      "segments": []
    },
    {
      "row": 517,
      "segments": []
    },
    {
      "row": 518,
      "segments": []
    },
    {
      "row": 519,
      "segments": []
    }
  ]
}
-----END-----


===== FILE: METRO__shoreline_metro_robust.json =====
SHA256: 1f47495bcde5472d88779de27fed43e0d742f6c5f9b81930c5df74f31ea578ab
SIZE: 145132 bytes
-----BEGIN-----
{
  "constraints": {
    "minimum_channels": [
      {
        "between": [
          "Manhattan",
          "Brooklyn"
        ],
        "min_cells": 3,
        "waterway": "East River (southern)"
      },
      {
        "between": [
          "Manhattan",
          "Queens"
        ],
        "min_cells": 3,
        "waterway": "East River (mid/north)"
      },
      {
        "between": [
          "Manhattan",
          "Bronx"
        ],
        "min_cells": 3,
        "waterway": "Harlem River"
      }
    ],
    "non_overlap": true,
    "ugrid_generation_rules": [
      "UGRID(MANHATTAN): use only segments where name=='Manhattan'.",
      "UGRID(LAND_ALL): union segments for all landmasses (already non-overlapping).",
      "Waterways are implicit as any cell not covered by a land segment."
    ]
  },
  "grid_meta": {
    "cell_size_m": 100,
    "col_increases": "east",
    "cols": 520,
    "grid_name": "METRO-UGRID-520",
    "origin": "SW corner is (row=0,col=0)",
    "rendering": {
      "land_char": ".",
      "water_char": "~"
    },
    "row_increases": "north",
    "rows": 520
  },
  "landmasses": [
    "Manhattan",
    "Bronx",
    "Queens",
    "Brooklyn",
    "StatenIsland",
    "RooseveltIsland",
    "RandallsIsland"
  ],
  "rows_segments": [
    {
      "row": 0,
      "segments": []
    },
    {
      "row": 1,
      "segments": []
    },
    {
      "row": 2,
      "segments": []
    },
    {
      "row": 3,
      "segments": []
    },
    {
      "row": 4,
      "segments": []
    },
    {
      "row": 5,
      "segments": []
    },
    {
      "row": 6,
      "segments": []
    },
    {
      "row": 7,
      "segments": []
    },
    {
      "row": 8,
      "segments": []
    },
    {
      "row": 9,
      "segments": []
    },
    {
      "row": 10,
      "segments": []
    },
    {
      "row": 11,
      "segments": []
    },
    {
      "row": 12,
      "segments": []
    },
    {
      "row": 13,
      "segments": []
    },
    {
      "row": 14,
      "segments": []
    },
    {
      "row": 15,
      "segments": []
    },
    {
      "row": 16,
      "segments": []
    },
    {
      "row": 17,
      "segments": []
    },
    {
      "row": 18,
      "segments": []
    },
    {
      "row": 19,
      "segments": []
    },
    {
      "row": 20,
      "segments": []
    },
    {
      "row": 21,
      "segments": []
    },
    {
      "row": 22,
      "segments": []
    },
    {
      "row": 23,
      "segments": []
    },
    {
      "row": 24,
      "segments": []
    },
    {
      "row": 25,
      "segments": []
    },
    {
      "row": 26,
      "segments": []
    },
    {
      "row": 27,
      "segments": []
    },
    {
      "row": 28,
      "segments": []
    },
    {
      "row": 29,
      "segments": []
    },
    {
      "row": 30,
      "segments": []
    },
    {
      "row": 31,
      "segments": []
    },
    {
      "row": 32,
      "segments": []
    },
    {
      "row": 33,
      "segments": []
    },
    {
      "row": 34,
      "segments": []
    },
    {
      "row": 35,
      "segments": []
    },
    {
      "row": 36,
      "segments": []
    },
    {
      "row": 37,
      "segments": []
    },
    {
      "row": 38,
      "segments": []
    },
    {
      "row": 39,
      "segments": []
    },
    {
      "row": 40,
      "segments": []
    },
    {
      "row": 41,
      "segments": []
    },
    {
      "row": 42,
      "segments": []
    },
    {
      "row": 43,
      "segments": []
    },
    {
      "row": 44,
      "segments": []
    },
    {
      "row": 45,
      "segments": []
    },
    {
      "row": 46,
      "segments": []
    },
    {
      "row": 47,
      "segments": []
    },
    {
      "row": 48,
      "segments": []
    },
    {
      "row": 49,
      "segments": []
    },
    {
      "row": 50,
      "segments": []
    },
    {
      "row": 51,
      "segments": []
    },
    {
      "row": 52,
      "segments": []
    },
    {
      "row": 53,
      "segments": []
    },
    {
      "row": 54,
      "segments": []
    },
    {
      "row": 55,
      "segments": []
    },
    {
      "row": 56,
      "segments": []
    },
    {
      "row": 57,
      "segments": []
    },
    {
      "row": 58,
      "segments": []
    },
    {
      "row": 59,
      "segments": []
    },
    {
      "row": 60,
      "segments": []
    },
    {
      "row": 61,
      "segments": []
    },
    {
      "row": 62,
      "segments": []
    },
    {
      "row": 63,
      "segments": []
    },
    {
      "row": 64,
      "segments": []
    },
    {
      "row": 65,
      "segments": []
    },
    {
      "row": 66,
      "segments": []
    },
    {
      "row": 67,
      "segments": []
    },
    {
      "row": 68,
      "segments": []
    },
    {
      "row": 69,
      "segments": []
    },
    {
      "row": 70,
      "segments": [
        {
          "east": 380,
          "name": "Brooklyn",
          "west": 380
        },
        {
          "east": 160,
          "name": "StatenIsland",
          "west": 160
        }
      ]
    },
    {
      "row": 71,
      "segments": [
        {
          "east": 397,
          "name": "Brooklyn",
          "west": 363
        },
        {
          "east": 175,
          "name": "StatenIsland",
          "west": 145
        }
      ]
    },
    {
      "row": 72,
      "segments": [
        {
          "east": 405,
          "name": "Brooklyn",
          "west": 355
        },
        {
          "east": 180,
          "name": "StatenIsland",
          "west": 140
        }
      ]
    },
    {
      "row": 73,
      "segments": [
        {
          "east": 410,
          "name": "Brooklyn",
          "west": 350
        },
        {
          "east": 185,
          "name": "StatenIsland",
          "west": 135
        }
      ]
    },
    {
      "row": 74,
      "segments": [
        {
          "east": 415,
          "name": "Brooklyn",
          "west": 345
        },
        {
          "east": 189,
          "name": "StatenIsland",
          "west": 131
        }
      ]
    },
    {
      "row": 75,
      "segments": [
        {
          "east": 419,
          "name": "Brooklyn",
          "west": 341
        },
        {
          "east": 192,
          "name": "StatenIsland",
          "west": 128
        }
      ]
    },
    {
      "row": 76,
      "segments": [
        {
          "east": 422,
          "name": "Brooklyn",
          "west": 338
        },
        {
          "east": 195,
          "name": "StatenIsland",
          "west": 125
        }
      ]
    },
    {
      "row": 77,
      "segments": [
        {
          "east": 425,
          "name": "Brooklyn",
          "west": 335
        },
        {
          "east": 198,
          "name": "StatenIsland",
          "west": 122
        }
      ]
    },
    {
      "row": 78,
      "segments": [
        {
          "east": 428,
          "name": "Brooklyn",
          "west": 332
        },
        {
          "east": 200,
          "name": "StatenIsland",
          "west": 120
        }
      ]
    },
    {
      "row": 79,
      "segments": [
        {
          "east": 431,
          "name": "Brooklyn",
          "west": 329
        },
        {
          "east": 203,
          "name": "StatenIsland",
          "west": 117
        }
      ]
    },
    {
      "row": 80,
      "segments": [
        {
          "east": 434,
          "name": "Brooklyn",
          "west": 326
        },
        {
          "east": 205,
          "name": "StatenIsland",
          "west": 115
        }
      ]
    },
    {
      "row": 81,
      "segments": [
        {
          "east": 436,
          "name": "Brooklyn",
          "west": 324
        },
        {
          "east": 207,
          "name": "StatenIsland",
          "west": 113
        }
      ]
    },
    {
      "row": 82,
      "segments": [
        {
          "east": 439,
          "name": "Brooklyn",
          "west": 321
        },
        {
          "east": 209,
          "name": "StatenIsland",
          "west": 111
        }
      ]
    },
    {
      "row": 83,
      "segments": [
        {
          "east": 441,
          "name": "Brooklyn",
          "west": 319
        },
        {
          "east": 210,
          "name": "StatenIsland",
          "west": 110
        }
      ]
    },
    {
      "row": 84,
      "segments": [
        {
          "east": 443,
          "name": "Brooklyn",
          "west": 317
        },
        {
          "east": 212,
          "name": "StatenIsland",
          "west": 108
        }
      ]
    },
    {
      "row": 85,
      "segments": [
        {
          "east": 445,
          "name": "Brooklyn",
          "west": 315
        },
        {
          "east": 214,
          "name": "StatenIsland",
          "west": 106
        }
      ]
    },
    {
      "row": 86,
      "segments": [
        {
          "east": 447,
          "name": "Brooklyn",
          "west": 313
        },
        {
          "east": 215,
          "name": "StatenIsland",
          "west": 105
        }
      ]
    },
    {
      "row": 87,
      "segments": [
        {
          "east": 449,
          "name": "Brooklyn",
          "west": 311
        },
        {
          "east": 217,
          "name": "StatenIsland",
          "west": 103
        }
      ]
    },
